name,timeframe,start,end,final_equity,total_return,cagr,sharpe,calmar,max_drawdown,fee_drag,turnover,rebalances,avg_exposure
Distance buffer 4H,4h,2022-11-11 16:00:00+00:00,2026-04-18 12:00:00+00:00,12973.728038766878,0.29737280387668785,0.07878904164935752,0.42068971323017823,0.2369247105981108,-0.3325488567674366,0.8376488355960638,243.0,243,0.3295500066764588
Distance buffer 1D official,1d,2022-11-12 00:00:00+00:00,2026-04-18 00:00:00+00:00,30544.070751222767,2.0544070751222767,0.38470222428062817,1.1399458559803968,1.8172377157601076,-0.21169614791960023,0.17655467185378865,36.0,36,0.5403032721468476
Buy & Hold BTC,4h,2022-11-11 16:00:00+00:00,2026-04-18 12:00:00+00:00,39942.03256043384,2.9942032560433844,0.4969269637106102,1.1111510153991573,0.9922382369420044,-0.5008141645922634,0.0,0.0,0,1.0
