window,start,end,winner_by_calmar,both_distance_buffers_negative,4h_total_return,1d_total_return,buy_hold_total_return,4h_cagr,1d_cagr,4h_calmar,1d_calmar,4h_max_drawdown,1d_max_drawdown,4h_rebalances,1d_rebalances,4h_fee_drag,1d_fee_drag
rolling_01,2023-02-23,2024-02-23,1D,False,0.6762504233584157,0.7060378074737139,1.0501997568177792,0.6768435987849808,0.7066621137125584,3.284930710893049,4.420696677036052,-0.20604501536075703,-0.15985311034421723,15,18,0.03654221315808813,0.044343793040711246
rolling_02,2023-08-24,2024-08-23,1D,False,1.1038020496155894,1.1286707790373294,1.2391617012533427,1.1048740313986172,1.129772575012522,5.314954763725492,6.099895050291972,-0.2078802323849246,-0.18521180539957738,8,6,0.034682819014642964,0.029970343767401937
rolling_03,2024-02-22,2025-02-21,4H,False,0.8822258256721522,0.7321665805447657,0.960917997021121,0.883041360644859,0.7328184877923225,4.247837086355386,3.9566510688200154,-0.2078802323849247,-0.18521180539957738,6,8,0.01877118691247026,0.024466895317985404
rolling_04,2024-08-22,2025-08-22,4H,False,0.588690474024584,0.41462566309186855,0.7920615350643034,0.5891942667826082,0.41496178798801897,3.030507326487907,1.9700414957653853,-0.19442100061359457,-0.21063606471233298,3,5,0.009965314391459658,0.013847324067377648
rolling_05,2025-02-20,2026-02-20,4H,True,-0.010571460086137296,-0.1411311754924025,-0.38444671360240956,-0.010578662377903614,-0.14122066912349485,-0.07999961663595982,-0.8641268042772572,-0.13223391339538626,-0.16342586345485455,5,9,0.012408464324479677,0.020481595071251062
