name,timeframe,sharpe_p05,sharpe_median,sharpe_p95,calmar_p05,calmar_median,calmar_p95
Distance buffer 4H corrected,4h,0.42199422703798417,1.2899370995428754,2.1928112617152196,0.2687197331954528,1.7138965428608826,4.91054955697715
Distance buffer 1D official,1d,0.18303338444730738,1.121125175452108,2.1070730454469233,0.02856730235607009,1.3359796635881782,4.68928928252409
