window,start,end,winner_by_calmar,all_negative_return,new_4h_total_return,previous_4h_total_return,official_1d_total_return,buy_hold_total_return,new_4h_calmar,previous_4h_calmar,official_1d_calmar,buy_hold_calmar,new_4h_rebalances,previous_4h_rebalances,official_1d_rebalances
expanding_01,2023-02-23,2024-02-23,buy_hold,False,0.7043044362280517,0.6762504233584157,0.7520044765559946,1.088841695425176,3.611609686774584,3.294562867289811,4.912155267426706,5.801862094809134,24,15,18
expanding_02,2023-02-23,2024-08-23,official_1d,False,1.1341723340310326,1.0549433971934659,1.1446437389693425,1.410848597469243,3.324763156130294,2.976576120747492,3.5956146551142605,2.6554460181140622,31,20,23
expanding_03,2023-02-23,2025-02-21,official_1d,False,2.1767747365481647,2.1856222166945516,2.067980307867334,3.1356959561100552,3.9562675595049264,3.7913540022730547,4.076089037817396,3.440916171170261,36,21,26
expanding_04,2023-02-23,2025-08-22,new_4h,False,2.203476348972206,2.264668999780976,2.0338680713353305,3.30873374037692,2.9988881018758344,2.9232948560293273,2.6643489169035863,2.2773692479396987,45,23,28
expanding_05,2023-02-23,2026-02-20,previous_4h,False,1.9951780451733603,2.137108886674586,1.6819652697162586,1.5337580745066584,2.2318263313008644,2.2403589510017476,1.8466998698729715,0.7281688432311624,51,26,35
