timestamp,datetime,open,high,low,close,volume,atr14,atr_pct,range_pct,range20_pct,range120_pct,compression_20_120,atr_pctile_180,body_pct,body_to_range,close_position,green,green_streak,break_prev_high_20,break_prev_high_30,break_prev_high_50,sma700,sma700_slope30_pct,sma700_slope30_atr,dist_sma700,sma750,sma750_slope30_pct,sma750_slope30_atr,dist_sma750,sma800,sma800_slope30_pct,sma800_slope30_atr,dist_sma800,threshold,entry_condition,entry_streak,target_exposure,prior_target,bars_below_threshold_before_entry,failed_attempts_90,dist_threshold,trade_id,signal_entry_date,execution_entry_date,execution_exit_date,net_return,gross_return,holding_days,outcome,trend_trade
1677196800000,2023-02-24 00:00:00+00:00,22599.0,22751.0,22536.0,22628.0,5.381062729999999,412.92857142857144,0.018248566883002096,0.00950150256319604,0.017295988997809923,0.013968594538495928,1.2382053863861577,0.9,0.001281598020152024,0.13488372093023257,0.42790697674418604,True,1,False,False,False,18246.784285714286,0.004434644814262988,0.24301331949489716,0.2401089225193418,18374.921333333332,,,0.23146105441830112,,,,,19018.043579999998,True,3,1.0,0.0,0.0,1.0,0.1898174438824165,1,2023-02-24 00:00:00+00:00,2023-02-24 04:00:00+00:00,2023-03-10 12:00:00+00:00,-0.1714854010114525,-0.1673324456280515,14.333333333333332,loser,False
1678593600000,2023-03-12 04:00:00+00:00,19166.0,19272.0,19102.0,19195.0,17.79287146,480.2857142857143,0.025021396941167715,0.008856473039854129,0.0234651972616364,0.01449661703391414,1.6186671143164433,0.9388888888888889,0.0015108101067986455,0.17058823529411765,0.5470588235294118,True,1,False,False,False,18544.58142857143,0.007998139396420294,0.31965199286139584,0.03507324087814023,18452.086666666666,-0.002455222714248534,-0.09812492563950158,0.040261751787422195,18606.20125,-0.0011218416254234085,-0.04483529149316368,0.03164529621542189,19097.909699999997,True,3,1.0,0.0,0.0,2.0,0.005083818152098685,2,2023-03-12 04:00:00+00:00,2023-03-12 08:00:00+00:00,2023-05-25 00:00:00+00:00,0.2638732482097248,0.27020845246140257,73.5,winner,True
1685131200000,2023-05-26 20:00:00+00:00,24943.0,24991.0,24873.0,24910.0,12.61666657,244.57142857142858,0.009818202672478064,0.004737053392211963,0.010561547949124814,0.011062703652846347,0.954698623460587,0.2222222222222222,0.0013247691690084302,0.2796610169491525,0.3135593220338983,False,0,False,False,False,24131.501428571428,0.006152319779778542,0.6266238317756917,0.032260676930231824,23932.077333333335,0.008059842098220282,0.8209080996884758,0.04086242297506648,23655.72375,0.012588869931754421,1.2821969918224405,0.05302210421695497,24769.70004,True,3,1.0,0.0,0.0,1.0,0.005664176787503861,3,2023-05-26 20:00:00+00:00,2023-05-27 00:00:00+00:00,2023-06-05 20:00:00+00:00,-0.03995270868387368,-0.03514044155948226,9.833333333333332,loser,False
1686096000000,2023-06-07 00:00:00+00:00,25446.0,25560.0,24991.0,25152.0,26.17242229,488.7142857142857,0.019430434387495456,0.022622455470737914,0.015336304961553988,0.010433877574139697,1.469856709797413,1.0,0.011688931297709924,0.5166959578207382,0.28295254833040423,False,0,False,False,False,24506.272857142856,0.00650337377317332,0.33470038000584257,0.02634946352802614,24298.898666666668,0.005896681509754108,0.3034765663061524,0.035108641960946985,24106.51,0.0065308424777352995,0.3361140748319169,0.04336961260671912,25149.360119999998,True,3,1.0,0.0,0.0,3.0,0.00010496807820969956,4,2023-06-07 00:00:00+00:00,2023-06-07 04:00:00+00:00,2023-06-07 16:00:00+00:00,-0.01646050450000114,-0.011530481966166573,0.5,loser,False
1687305600000,2023-06-21 00:00:00+00:00,25900.0,26455.0,25867.0,26276.0,90.31515211000001,360.07142857142856,0.013703433877737424,0.022377835286953873,0.011746946278674744,0.012005278329466263,0.9784817941157218,0.8666666666666667,0.014309636169888873,0.6394557823129252,0.6955782312925171,True,5,True,True,True,24778.684285714287,0.0023869690972751242,0.17418766117834086,0.06042757141665356,24652.410666666667,0.0057352209874663995,0.41852436685842886,0.06585925227704581,24407.94,0.004077818161059533,0.29757637373537077,0.07653493084627394,25515.245039999998,True,3,1.0,0.0,0.0,2.0,0.029815702683136047,5,2023-06-21 00:00:00+00:00,2023-06-21 04:00:00+00:00,2023-07-18 12:00:00+00:00,0.0054450534778163195,0.010484878307278844,27.333333333333332,winner,True
1691539200000,2023-08-09 00:00:00+00:00,27117.0,27200.0,27021.0,27074.0,9.218319260000001,234.57142857142858,0.008664084677972542,0.006611509197015587,0.006954995220098308,0.006973676409177804,0.997321184984306,0.5833333333333334,0.0015882396395065375,0.24022346368715083,0.29608938547486036,False,0,False,False,False,26116.32857142857,-0.000582161061218507,-0.06719244823386664,0.03666945091275697,26137.145333333334,0.000845288222402875,0.09756232237110113,0.03584380217191785,26122.5475,0.001178298367437356,0.1359980207064512,0.03642265364815578,27051.94542,True,3,1.0,0.0,0.0,1.0,0.0008152677989545776,6,2023-08-09 00:00:00+00:00,2023-08-09 04:00:00+00:00,2023-08-10 04:00:00+00:00,-0.01742702176554467,-0.012501843929783152,1.0,loser,False
1696248000000,2023-10-02 12:00:00+00:00,26756.0,27150.0,26640.0,26717.0,152.53172027,256.92857142857144,0.009616669964014352,0.019088969569936744,0.008784945385576184,0.008969204036333344,0.979456521447082,0.7166666666666667,0.0014597447318186922,0.07647058823529412,0.15098039215686274,False,0,False,False,False,25799.174285714285,0.001021286607243095,0.10619961078676472,0.0355757786711004,25756.364,0.000605906351761123,0.06300583819850622,0.03729703462802436,25714.89375,0.0009718531272223732,0.10105921601334501,0.038969877135891284,26657.83674,True,3,1.0,0.0,0.0,1.0,0.002219357128526056,7,2023-10-02 12:00:00+00:00,2023-10-02 16:00:00+00:00,2023-10-03 08:00:00+00:00,-0.017789559635552177,-0.012866199032221748,0.6666666666666666,loser,False
1697500800000,2023-10-17 00:00:00+00:00,27019.0,27032.0,26792.0,26814.0,18.90742153,385.0,0.014358171104646827,0.008950548221078542,0.011902520876664496,0.009459317659368222,1.2582853547450752,1.0,0.00764525993883792,0.8541666666666666,0.09166666666666666,False,0,False,False,False,26001.504285714287,0.0011739070208526858,0.08175881261595823,0.031248027243258925,25897.957333333332,0.0023119763307724315,0.16102164502164149,0.03537123236694906,25802.97375,0.0007084918326247971,0.04934415584415924,0.03918254770925378,26804.385839999995,True,3,1.0,0.0,0.0,2.0,0.0003586786154099464,8,2023-10-17 00:00:00+00:00,2023-10-17 04:00:00+00:00,2024-06-17 12:00:00+00:00,1.2484313812930021,1.2597017140313125,243.0,winner,True
1722081600000,2024-07-27 12:00:00+00:00,62800.0,63845.0,62790.0,63294.0,172.68451772,811.3571428571429,0.012818863444515166,0.016668246595253896,0.013702941284887069,0.015441180930512553,0.8874283221310726,0.3055555555555556,0.007804847220905615,0.46824644549763034,0.4777251184834123,True,3,True,True,True,60102.18,-0.002519105850701264,-0.19651553833964266,0.0531065595291218,60398.274666666664,0.000926427992121405,0.07227068110455594,0.04794384192784662,60407.55375,-0.0023530863904951313,-0.18356435425653522,0.04778286937335219,62512.21427999999,True,3,1.0,0.0,0.0,3.0,0.01250612746651858,9,2024-07-27 12:00:00+00:00,2024-07-27 16:00:00+00:00,2024-07-28 08:00:00+00:00,-0.010736485064258394,-0.005777770703678353,0.6666666666666666,loser,False
1722211200000,2024-07-29 00:00:00+00:00,62838.0,64130.0,62775.0,63719.0,117.18717319999999,843.5,0.013237809758470786,0.02126524270625716,0.014124180491026664,0.014666887815579779,0.9629977858031593,0.3111111111111111,0.013826331235581224,0.6501845018450184,0.6966789667896679,True,3,False,False,False,60118.20714285714,-0.0014806079370809245,-0.11184689643492522,0.05989521358457006,60392.490666666665,0.00039027605580745046,0.029481920569051495,0.05508150593910477,60417.18375,-0.0014499599805396616,-0.10953171310018577,0.05465028399308669,62506.22783999999,True,3,1.0,0.0,0.0,4.0,0.019402421197202813,10,2024-07-29 00:00:00+00:00,2024-07-29 04:00:00+00:00,2024-07-30 04:00:00+00:00,-0.03701492784141425,-0.032187934998514134,1.0,loser,False
