trade_id,execution_entry_date,execution_exit_date,net_return,dist_threshold,sma750_slope30_atr,break_prev_high_30,body_to_range,close_position,atr_pctile_180,compression_20_120,failed_attempts_90
12,2025-05-09 00:00:00+00:00,2025-08-25 00:00:00+00:00,0.052063007723450294,0.0337337012190686,-0.1605444825424912,True,0.6587301587301587,0.6694444444444444,0.6722222222222223,1.2299342089423142,1.0
13,2025-10-02 00:00:00+00:00,2025-10-11 08:00:00+00:00,-0.026896134766850044,0.01389872650460977,0.014036409643645309,True,0.759607522485691,0.9435813573180704,0.8,1.2726821099896997,3.0
