name,timeframe,sma_window,buffer,entry_persistence,exit_persistence,confirmation_price,start,end,final_equity,total_return,cagr,sharpe,calmar,max_drawdown,fee_drag,fee_only_drag,slippage_drag,turnover,rebalances,avg_exposure,candidate_family,variant,pattern_source,logic,complete_trades,trades_per_year,profit_factor,expectancy,top_1_concentration,top_3_concentration,top_5_concentration
4H asymmetric exit repair | SMA700 | buffer 3.0% | p3/1,4h,700,0.03,3,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,29951.780451733604,1.9951780451733603,0.4169673616710292,1.200773777992262,2.099693870600581,-0.1985848353940105,0.24681669511052204,0.19745335608841766,0.049363339022104415,51.0,51,0.5297202797202797,4H asymmetric exit repair,asymmetric_exit,False exits and late exits showed deterioration before the 3/3 exit confirmed.,"Keep normal threshold entry, but exit on first confirmed threshold loss to reduce give-back.",25,7.942519570890114,7.2172927055627065,0.0692277870615403,0.5782246637894591,1.019509327034723,1.1517516823713598
4H anti-whipsaw cooldown | SMA750 | buffer 3.0% | p2/1,4h,750,0.03,2,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,30868.498826263218,2.0868498826263218,0.4306040844555028,1.2269366027833406,2.0448867724356643,-0.21057600364963502,0.21884793680151288,0.17507834944121028,0.04376958736030257,44.0,44,0.5346736596736597,4H anti-whipsaw cooldown,anti_whipsaw|failed<=3.000000,Losses clustered after repeated failed threshold attempts.,Require slope not clearly negative and skip entries after an elevated failed-attempt count.,22,6.9894172223833,4.849320971963901,0.07138804651174856,0.6216785717260489,1.0965199031407735,1.2421071053615589
4H anti-whipsaw cooldown | SMA750 | buffer 2.5% | p2/1,4h,750,0.025,2,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,30672.10438132709,2.067210438132709,0.42770609755807465,1.2179981812955596,2.00452116698735,-0.21337070648193046,0.2206085001310446,0.17648680010483567,0.04412170002620892,44.0,44,0.5415209790209791,4H anti-whipsaw cooldown,anti_whipsaw|failed<=3.000000,Losses clustered after repeated failed threshold attempts.,Require slope not clearly negative and skip entries after an elevated failed-attempt count.,22,6.9894172223833,5.054686433855322,0.07833245289406651,0.7502916255979987,1.185507858024069,1.2419001270815062
4H asymmetric exit repair | SMA800 | buffer 3.0% | p3/1,4h,800,0.03,3,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,30579.537125224775,2.0579537125224774,0.4263357883275032,1.2137892658853302,1.9015943268669107,-0.22419912717658297,0.2065123873911952,0.1652099099129562,0.04130247747823905,36.0,36,0.5461829836829837,4H asymmetric exit repair,asymmetric_exit,False exits and late exits showed deterioration before the 3/3 exit confirmed.,"Keep normal threshold entry, but exit on first confirmed threshold loss to reduce give-back.",18,5.718614091040882,5.981590690319508,0.09218106733797628,0.7387016416174146,1.1543526107268458,1.2007390936279156
4H asymmetric exit repair | SMA750 | buffer 3.0% | p3/1,4h,750,0.03,3,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,28784.934682425406,1.8784934682425405,0.399191502164036,1.1585254609954607,1.8957122143329612,-0.21057600364963536,0.21013794921343543,0.16811035937074834,0.042027589842687084,46.0,46,0.5409382284382285,4H asymmetric exit repair,asymmetric_exit,False exits and late exits showed deterioration before the 3/3 exit confirmed.,"Keep normal threshold entry, but exit on first confirmed threshold loss to reduce give-back.",23,7.307118005218904,4.219638316331608,0.06558571335441939,0.6404522349154386,1.1566750184578656,1.2985413809870259
4H anti-whipsaw cooldown | SMA700 | buffer 3.0% | p2/1,4h,700,0.03,2,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,28549.841114831088,1.854984111483109,0.39555080236201046,1.1587749378910281,1.8930783532637232,-0.2089458165744007,0.2383567102634147,0.19068536821073181,0.047671342052682954,47.0,47,0.5176282051282052,4H anti-whipsaw cooldown,anti_whipsaw|failed<=3.000000,Losses clustered after repeated failed threshold attempts.,Require slope not clearly negative and skip entries after an elevated failed-attempt count.,23,7.307118005218904,6.82201068485029,0.0726356747224895,0.6052699914247953,1.0315687603869648,1.1616232872393062
4H anti-whipsaw cooldown | SMA750 | buffer 3.5% | p2/1,4h,750,0.035,2,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,29056.341075728975,1.9056341075728973,0.40336940582214087,1.1720718546363025,1.8713691867223325,-0.2155477436970279,0.2479005601001766,0.19832044808014124,0.04958011202003531,50.0,50,0.5297202797202797,4H anti-whipsaw cooldown,anti_whipsaw|failed<=3.000000,Losses clustered after repeated failed threshold attempts.,Require slope not clearly negative and skip entries after an elevated failed-attempt count.,25,7.942519570890114,4.4808715043498974,0.05973758375687813,0.6369614517772378,1.1356976899166051,1.266735600001646
4H asymmetric exit repair | SMA750 | buffer 3.5% | p3/1,4h,750,0.035,3,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,28381.945254359245,1.8381945254359247,0.39293819870596547,1.14797284961231,1.8266962956713284,-0.21510866345823343,0.2183006356288759,0.1746405085031007,0.043660127125775175,46.0,46,0.5321969696969697,4H asymmetric exit repair,asymmetric_exit,False exits and late exits showed deterioration before the 3/3 exit confirmed.,"Keep normal threshold entry, but exit on first confirmed threshold loss to reduce give-back.",23,7.307118005218904,4.126441063096685,0.06456019691264932,0.6395676581871185,1.1621302006340348,1.2977560663711598
4H slope recent-high quality | SMA700 | buffer 3.0% | p2/1,4h,700,0.03,2,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,25931.130504259334,1.5931130504259334,0.35354094829172267,1.1312180469294755,1.7168419931862278,-0.20592515193293837,0.08693273099111538,0.0695461847928923,0.017386546198223076,20.0,20,0.4240967365967366,4H slope recent-high quality,slope_recent_high,Breakouts with positive SMA slope and recent-high confirmation had better follow-through.,"Long threshold only when SMA slope is positive, close breaks prior high, and close is in the upper candle half.",10,3.1770078283560452,10.705227694625146,0.12203092270813314,0.6048835425387786,1.024094291147538,1.0891572591469902
4H anti-whipsaw cooldown | SMA800 | buffer 3.0% | p2/1,4h,800,0.03,2,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,30452.626971045684,2.0452626971045684,0.4244524800605136,1.2124580450803097,1.7146180185802562,-0.24754929404741133,0.18248878043599062,0.1459910243487925,0.03649775608719812,34.0,34,0.5394813519813519,4H anti-whipsaw cooldown,anti_whipsaw|failed<=3.000000,Losses clustered after repeated failed threshold attempts.,Require slope not clearly negative and skip entries after an elevated failed-attempt count.,17,5.400913308205277,6.125867777029417,0.09668669207685157,0.7362284279010848,1.151768750431337,1.193814069697166
4H asymmetric exit repair | SMA800 | buffer 2.5% | p3/1,4h,800,0.025,3,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,28911.61115441868,1.891161115441868,0.4011448305141536,1.160723045787445,1.7129515390332761,-0.23418340879657595,0.2648555121839911,0.2118844097471929,0.05297110243679822,50.0,50,0.5544871794871795,4H asymmetric exit repair,asymmetric_exit,False exits and late exits showed deterioration before the 3/3 exit confirmed.,"Keep normal threshold entry, but exit on first confirmed threshold loss to reduce give-back.",25,7.942519570890114,4.973946955976595,0.06427540339408808,0.762778567919616,1.1971761029553696,1.2505257499305595
4H slope recent-high quality | SMA800 | buffer 3.5% | p2/1,4h,800,0.035,2,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,26070.64269154126,1.607064269154126,0.3558502726470958,1.1088945838071507,1.7118042854030409,-0.2078802323849257,0.06953724232677168,0.05562979386141735,0.013907448465354338,14.0,14,0.47042540792540793,4H slope recent-high quality,slope_recent_high,Breakouts with positive SMA slope and recent-high confirmation had better follow-through.,"Long threshold only when SMA slope is positive, close breaks prior high, and close is in the upper candle half.",7,2.2239054798492317,10.979147708989972,0.19872142350071367,0.8080247746223316,1.0944298938352106,1.0710640477282598
4H asymmetric exit repair | SMA750 | buffer 2.5% | p3/1,4h,750,0.025,3,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,28708.51273980025,1.870851273980025,0.3980102515988122,1.1522841960989973,1.6847988783743226,-0.23623606159024502,0.2215828279695901,0.17726626237567206,0.044316565593918014,48.0,48,0.5547785547785548,4H asymmetric exit repair,asymmetric_exit,False exits and late exits showed deterioration before the 3/3 exit confirmed.,"Keep normal threshold entry, but exit on first confirmed threshold loss to reduce give-back.",24,7.624818788054509,4.329279409241933,0.07000239536001795,0.7767353710783228,1.2427605849091974,1.3003652974346476
4H slope recent-high quality | SMA700 | buffer 2.5% | p2/1,4h,700,0.025,2,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,25138.382656879578,1.5138382656879577,0.34025514791585554,1.0967523973301339,1.6523243747644036,-0.20592515193293737,0.09942651530833915,0.07954121224667132,0.01988530306166783,22.0,22,0.4291958041958042,4H slope recent-high quality,slope_recent_high,Breakouts with positive SMA slope and recent-high confirmation had better follow-through.,"Long threshold only when SMA slope is positive, close breaks prior high, and close is in the upper candle half.",11,3.49470861119165,9.33313310851391,0.10810016458424282,0.6207584260634965,1.0516476839176818,1.1057586157032635
